title,date,url,hashtag
제닉스 아레나X 게이밍의자 언박싱&리뷰,2022-01-27,https://www.youtube.com/watch?v=tw88Ki1k7BQ,#게이밍의자 #제닉스게이밍의자 #제닉스아레나 #아레나 #제닉스
왕녀 전하는 화가 나셨나 봅니다 5권 리뷰,2022-03-16,https://www.youtube.com/watch?v=nY1yyFsUVr4,
[따배L] 03. LFCS 책 소개와 선정 이유,2022-04-22,https://www.youtube.com/watch?v=8izspHEWDjM,#리눅스 #자격증 #시스템관리
만나로 만나 (책 리뷰) 래디컬 -- 데이비드 플랫 (David Platt) 3. 나를 버리는데서 시작하라/평점 4,2021-09-13,https://www.youtube.com/watch?v=tT3SqOa8VbY,#만나로만나 #주님알고싶어요 #신앙서적리뷰 #이우영목사 #래디컬
"[오디오북] ""계단"" / 윤성희 소설 / 출근길에 소설과 함께 / 잠자기전 / 낭독 / 차분한 목소리 / 잠이 오지 않을 때 /퇴근길",2022-04-27,https://www.youtube.com/watch?v=wmaYIHx0MqM,
(eng) 독서가 취미인 직장인의 책 추천 4권. 2021년 내가 인상 깊게 읽은 책들.,2022-02-13,https://www.youtube.com/watch?v=z6tYcKzQ7oo,#책추천 #북리뷰
"인생 자기계발서 top3, 자기계발서 추천",2021-09-19,https://www.youtube.com/watch?v=sy8HzuA3avo,
[늙어서 후회하지 않으려면 지금 당장 시작하라] 남자의 인생은 갱년기에 뒤바뀐다│오디오북 책읽어주는여자 Korea Reading Books,2021-12-02,https://www.youtube.com/watch?v=QTgBnj2MLGY,#갱년기 #노화예방 #책읽어주는여자 #오디오북
한계는 내 머릿속에만 있다 / 자기계발의 정석 / 오디오북 / 35분 / 책읽어주는여자 / 따뜻한책한잔,2021-06-14,https://www.youtube.com/watch?v=4MEU82iHlNU,#따뜻한책한잔 #책읽어주는여자 #출근할때듣는 #자기전에듣는 #오디오북 #한계는내머릿속에만있다 #자기계발
[독서/책읽기/책리뷰] 올바른 우리말의 이해《건방진 우리말 달인》,2021-08-23,https://www.youtube.com/watch?v=kEEIIKXpkm4,#독서 #책읽기 #책리뷰 #책소개 #책추천 #베스트셀러 #북튜브 #북튜버 #책을읽어주는사람 #책을읽어주는남자 #내손에도서관
[책리뷰] 타이탄의 도구들 - 이것만 알면 평범한 사람도 얼마든지 천재를 이길 수 있다!,2021-11-23,https://www.youtube.com/watch?v=dhhe1_cVbLQ,#경제적자유 #부자되는법 #돈
자기계발도서 시크릿 읽고 실천하기_2화,2021-07-02,https://www.youtube.com/watch?v=Q40G3_CHaB4,#자기계발 #시크릿
[책리뷰] 타이탄의 도구들 - 거인들의 문제 해결법,2021-11-30,https://www.youtube.com/watch?v=mpWmHwlVB-o,#경제적자유 #부자되는법 #돈
"[오디오북]재미있게 감상하는 한국현대소설 ""시간여행"" 송인자 작가 단편소설_파피루스의 책 읽는 하루",2022-05-23,https://www.youtube.com/watch?v=ktfEGpOGF68,#본 #송인자 #시간여행 #한국소설신인상 #한국소설 #단편소설 #한국현대소설 #오디오북 #한국소설 #신인상 #한국현대 #책읽어주기
